race_id,season,round,circuit_id,driver_id,constructor_id,grid_position,finish_position,points,status_str,is_wet,track_temp,quali_position,circuit_type,circuit_type_code,circuit_type_Balanced/Technical,circuit_type_High-Downforce,circuit_type_Power/High-Speed,circuit_type_Street Circuit,driver_form_3races,circuit_historical_avg,constructor_points_current,constructor_mechanical_dnf,constructor_dnf_rate_10races
2022_13,2022,13,hungaroring,sainz,ferrari,2,4,12.0,Finished,0,25.0,2.0,High-Downforce,1,0,1,0,0,8.0,,297.0,0,0.2
2022_13,2022,13,hungaroring,stroll,aston_martin,14,11,0.0,+1 Lap,0,25.0,14.0,High-Downforce,1,0,1,0,0,11.333333333333334,,4.0,0,0.0
2022_13,2022,13,hungaroring,verstappen,red_bull,10,1,25.0,Finished,0,25.0,10.0,High-Downforce,1,0,1,0,0,3.3333333333333335,,380.0,0,0.1
2022_14,2022,14,spa,albon,williams,6,10,1.0,Finished,0,25.0,9.0,Power/High-Speed,0,0,0,1,0,14.0,,3.0,0,0.0
2022_14,2022,14,spa,alonso,alpine,3,5,10.0,Finished,0,25.0,6.0,Power/High-Speed,0,0,0,1,0,8.0,,96.0,0,0.1
2022_14,2022,14,spa,bottas,alfa,13,19,0.0,Accident,0,25.0,20.0,Power/High-Speed,0,0,0,1,0,15.0,,44.0,0,0.2
2022_14,2022,14,spa,gasly,alphatauri,0,9,2.0,Finished,0,25.0,12.0,Power/High-Speed,0,0,0,1,0,13.0,,16.0,0,0.1
2022_14,2022,14,spa,hamilton,mercedes,4,20,0.0,Collision damage,0,25.0,7.0,Power/High-Speed,0,0,0,1,0,2.3333333333333335,,298.0,0,0.0
2022_14,2022,14,spa,leclerc,ferrari,15,6,8.0,Finished,0,25.0,4.0,Power/High-Speed,0,0,0,1,0,8.666666666666666,,309.0,0,0.1
2022_14,2022,14,spa,norris,mclaren,17,12,0.0,Finished,0,25.0,10.0,Power/High-Speed,0,0,0,1,0,7.0,,72.0,0,0.0
2022_14,2022,14,spa,ocon,alpine,16,7,6.0,Finished,0,25.0,5.0,Power/High-Speed,0,0,0,1,0,7.333333333333333,,106.0,0,0.1
2022_14,2022,14,spa,perez,red_bull,2,2,18.0,Finished,0,25.0,3.0,Power/High-Speed,0,0,0,1,0,9.666666666666666,,405.0,0,0.1
2022_14,2022,14,spa,russell,mercedes,5,4,12.0,Finished,0,25.0,8.0,Power/High-Speed,0,0,0,1,0,3.3333333333333335,,298.0,0,0.0
2022_14,2022,14,spa,sainz,ferrari,1,3,15.0,Finished,0,25.0,2.0,Power/High-Speed,0,0,0,1,0,9.0,,317.0,0,0.1
2022_14,2022,14,spa,stroll,aston_martin,9,11,0.0,Finished,0,25.0,14.0,Power/High-Speed,0,0,0,1,0,11.333333333333334,,4.0,0,0.0
2022_14,2022,14,spa,verstappen,red_bull,14,1,26.0,Finished,0,25.0,1.0,Power/High-Speed,0,0,0,1,0,1.3333333333333333,,423.0,0,0.0
2022_15,2022,15,zandvoort,albon,williams,15,12,0.0,Finished,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,13.333333333333334,,4.0,0,0.0
2022_15,2022,15,zandvoort,alonso,alpine,13,6,8.0,Finished,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,6.333333333333333,,112.0,0,0.1
2022_15,2022,15,zandvoort,bottas,alfa,16,19,0.0,Engine,0,25.0,16.0,Balanced/Technical,2,1,0,0,0,17.666666666666668,,44.0,1,0.2
2022_15,2022,15,zandvoort,gasly,alphatauri,11,11,0.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,11.0,,18.0,0,0.1
2022_15,2022,15,zandvoort,hamilton,mercedes,4,4,12.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,8.0,,310.0,0,0.0
2022_15,2022,15,zandvoort,leclerc,ferrari,2,3,15.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,10.333333333333334,,332.0,0,0.1
2022_15,2022,15,zandvoort,norris,mclaren,7,7,6.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,72.0,0,0.0
2022_15,2022,15,zandvoort,ocon,alpine,12,9,2.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,8.0,,120.0,0,0.1
2022_15,2022,15,zandvoort,perez,red_bull,5,5,10.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,3.6666666666666665,,449.0,0,0.0
2022_15,2022,15,zandvoort,russell,mercedes,6,2,18.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,3.3333333333333335,,322.0,0,0.0
2022_15,2022,15,zandvoort,sainz,ferrari,3,8,4.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,4.0,,347.0,0,0.1
2022_15,2022,15,zandvoort,stroll,aston_martin,10,10,1.0,Finished,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,10.666666666666666,,4.0,0,0.0
2022_15,2022,15,zandvoort,verstappen,red_bull,1,1,26.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,1.0,,459.0,0,0.0
2022_16,2022,16,monza,alonso,alpine,6,19,0.0,Water pressure,1,20.0,10.0,Power/High-Speed,0,0,0,1,0,6.333333333333333,,122.0,0,0.0
2022_16,2022,16,monza,bottas,alfa,15,13,0.0,+1 Lap,0,25.0,12.0,Power/High-Speed,0,0,0,1,0,19.333333333333332,,44.0,0,0.3
2022_16,2022,16,monza,gasly,alphatauri,5,8,4.0,Finished,0,25.0,9.0,Power/High-Speed,0,0,0,1,0,10.666666666666666,,18.0,0,0.0
2022_16,2022,16,monza,hamilton,mercedes,19,5,10.0,Finished,0,25.0,5.0,Power/High-Speed,0,0,0,1,0,8.666666666666666,,340.0,0,0.0
2022_16,2022,16,monza,leclerc,ferrari,1,2,18.0,Finished,0,25.0,1.0,Power/High-Speed,0,0,0,1,0,5.0,,351.0,0,0.1
2022_16,2022,16,monza,norris,mclaren,3,7,6.0,Finished,0,25.0,7.0,Power/High-Speed,0,0,0,1,0,8.666666666666666,,78.0,0,0.0
2022_16,2022,16,monza,ocon,alpine,14,11,0.0,Finished,0,25.0,11.0,Power/High-Speed,0,0,0,1,0,8.333333333333334,,122.0,0,0.0
2022_16,2022,16,monza,perez,red_bull,13,6,9.0,Finished,0,25.0,4.0,Power/High-Speed,0,0,0,1,0,4.0,,485.0,0,0.0
2022_16,2022,16,monza,russell,mercedes,2,3,15.0,Finished,0,25.0,6.0,Power/High-Speed,0,0,0,1,0,3.0,,350.0,0,0.0
2022_16,2022,16,monza,sainz,ferrari,18,4,12.0,Finished,0,25.0,3.0,Power/High-Speed,0,0,0,1,0,5.0,,369.0,0,0.1
2022_16,2022,16,monza,stroll,aston_martin,12,18,0.0,Engine,0,25.0,18.0,Power/High-Speed,0,0,0,1,0,10.666666666666666,,5.0,1,0.0
2022_16,2022,16,monza,verstappen,red_bull,7,1,25.0,Finished,0,25.0,2.0,Power/High-Speed,0,0,0,1,0,1.0,,494.0,0,0.0
2022_17,2022,17,marina_bay,albon,williams,18,17,0.0,Collision damage,0,25.0,19.0,High-Downforce,1,0,1,0,0,13.0,,4.0,0,0.0
2022_17,2022,17,marina_bay,alonso,alpine,5,18,0.0,Engine,0,25.0,5.0,High-Downforce,1,0,1,0,0,10.0,,122.0,1,0.0
2022_17,2022,17,marina_bay,bottas,alfa,15,11,0.0,Finished,0,25.0,16.0,High-Downforce,1,0,1,0,0,17.0,,44.0,0,0.3
2022_17,2022,17,marina_bay,gasly,alphatauri,7,10,1.0,Finished,0,25.0,7.0,High-Downforce,1,0,1,0,0,9.333333333333334,,22.0,0,0.0
2022_17,2022,17,marina_bay,hamilton,mercedes,3,9,2.0,Finished,0,25.0,3.0,High-Downforce,1,0,1,0,0,9.666666666666666,,365.0,0,0.0
2022_17,2022,17,marina_bay,leclerc,ferrari,1,2,18.0,Finished,0,25.0,1.0,High-Downforce,1,0,1,0,0,3.6666666666666665,,381.0,0,0.0
2022_17,2022,17,marina_bay,norris,mclaren,6,4,12.0,Finished,0,25.0,6.0,High-Downforce,1,0,1,0,0,8.666666666666666,,84.0,0,0.0
2022_17,2022,17,marina_bay,ocon,alpine,17,16,0.0,Engine,0,25.0,18.0,High-Downforce,1,0,1,0,0,9.0,,122.0,1,0.1
2022_17,2022,17,marina_bay,perez,red_bull,2,1,25.0,Finished,0,25.0,2.0,High-Downforce,1,0,1,0,0,4.333333333333333,,519.0,0,0.0
2022_17,2022,17,marina_bay,russell,mercedes,0,14,0.0,+2 Laps,0,25.0,11.0,High-Downforce,1,0,1,0,0,3.0,,367.0,0,0.0
2022_17,2022,17,marina_bay,sainz,ferrari,4,3,15.0,Finished,0,25.0,4.0,High-Downforce,1,0,1,0,0,5.0,,399.0,0,0.0
2022_17,2022,17,marina_bay,stroll,aston_martin,11,6,8.0,Finished,0,25.0,12.0,High-Downforce,1,0,1,0,0,13.0,,5.0,0,0.1
2022_17,2022,17,marina_bay,verstappen,red_bull,8,7,6.0,Finished,0,25.0,8.0,High-Downforce,1,0,1,0,0,1.0,,544.0,0,0.0
2022_18,2022,18,suzuka,albon,williams,16,20,0.0,Hydraulics,0,25.0,16.0,Balanced/Technical,2,1,0,0,0,13.0,,4.0,1,0.0
2022_18,2022,18,suzuka,alonso,alpine,7,7,6.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,122.0,0,0.2
2022_18,2022,18,suzuka,bottas,alfa,12,15,0.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,44.0,0,0.3
2022_18,2022,18,suzuka,gasly,alphatauri,17,18,0.0,Finished,0,25.0,17.0,Balanced/Technical,2,1,0,0,0,9.666666666666666,,23.0,0,0.0
2022_18,2022,18,suzuka,hamilton,mercedes,6,5,10.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,6.0,,367.0,0,0.0
2022_18,2022,18,suzuka,leclerc,ferrari,2,3,15.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,2.3333333333333335,,414.0,0,0.0
2022_18,2022,18,suzuka,norris,mclaren,10,10,1.0,Finished,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,6.0,,96.0,0,0.0
2022_18,2022,18,suzuka,ocon,alpine,5,4,12.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,12.0,,128.0,0,0.2
2022_18,2022,18,suzuka,perez,red_bull,4,2,18.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,4.0,,550.0,0,0.0
2022_18,2022,18,suzuka,russell,mercedes,8,8,4.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,6.333333333333333,,377.0,0,0.0
2022_18,2022,18,suzuka,sainz,ferrari,3,19,0.0,Accident,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,5.0,,429.0,0,0.0
2022_18,2022,18,suzuka,stroll,aston_martin,19,12,0.0,Finished,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,11.333333333333334,,13.0,0,0.1
2022_18,2022,18,suzuka,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,3.0,,568.0,0,0.0
2022_19,2022,19,americas,albon,williams,8,13,0.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,16.333333333333332,,4.0,0,0.1
2022_19,2022,19,americas,alonso,alpine,14,7,6.0,Finished,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,14.666666666666666,,140.0,0,0.2
2022_19,2022,19,americas,bottas,alfa,7,19,0.0,Spun off,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,13.0,,44.0,0,0.3
2022_19,2022,19,americas,gasly,alphatauri,11,14,0.0,Finished,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,12.0,,23.0,0,0.0
2022_19,2022,19,americas,hamilton,mercedes,3,2,18.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,6.333333333333333,,381.0,0,0.0
2022_19,2022,19,americas,leclerc,ferrari,12,3,15.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,2.3333333333333335,,429.0,0,0.0
2022_19,2022,19,americas,norris,mclaren,6,6,8.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,7.0,,97.0,0,0.0
2022_19,2022,19,americas,ocon,alpine,0,11,0.0,Finished,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,10.333333333333334,,146.0,0,0.2
2022_19,2022,19,americas,perez,red_bull,9,4,12.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,3.0,,593.0,0,0.0
2022_19,2022,19,americas,russell,mercedes,4,5,11.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,8.333333333333334,,399.0,0,0.0
2022_19,2022,19,americas,sainz,ferrari,1,20,0.0,Collision damage,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,444.0,0,0.0
2022_19,2022,19,americas,stroll,aston_martin,5,18,0.0,Collision,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,12.0,,13.0,0,0.1
2022_19,2022,19,americas,verstappen,red_bull,2,1,25.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,3.0,,605.0,0,0.0
2022_20,2022,20,rodriguez,albon,williams,17,12,0.0,+1 Lap,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,16.666666666666668,,4.0,0,0.1
2022_20,2022,20,rodriguez,alonso,alpine,9,19,0.0,Engine,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,10.666666666666666,,146.0,1,0.2
2022_20,2022,20,rodriguez,bottas,alfa,6,10,1.0,+1 Lap,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,15.0,,44.0,0,0.3
2022_20,2022,20,rodriguez,gasly,alphatauri,14,11,0.0,+1 Lap,0,25.0,14.0,Balanced/Technical,2,1,0,0,0,14.0,,23.0,0,0.0
2022_20,2022,20,rodriguez,hamilton,mercedes,3,2,18.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,5.333333333333333,,410.0,0,0.0
2022_20,2022,20,rodriguez,leclerc,ferrari,7,6,8.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,2.6666666666666665,,444.0,0,0.0
2022_20,2022,20,rodriguez,norris,mclaren,8,9,2.0,+1 Lap,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,6.666666666666667,,105.0,0,0.0
2022_20,2022,20,rodriguez,ocon,alpine,10,8,4.0,+1 Lap,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,10.333333333333334,,146.0,0,0.3
2022_20,2022,20,rodriguez,perez,red_bull,4,3,15.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,2.3333333333333335,,630.0,0,0.0
2022_20,2022,20,rodriguez,russell,mercedes,2,4,13.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,9.0,,428.0,0,0.0
2022_20,2022,20,rodriguez,sainz,ferrari,5,5,10.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,14.0,,452.0,0,0.0
2022_20,2022,20,rodriguez,stroll,aston_martin,20,15,0.0,+1 Lap,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,12.0,,13.0,0,0.1
2022_20,2022,20,rodriguez,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,3.0,,645.0,0,0.0
2022_21,2022,21,interlagos,albon,williams,19,15,0.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,15.0,,4.0,0,0.1
2022_21,2022,21,interlagos,alonso,alpine,17,5,10.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,11.0,,150.0,0,0.3
2022_21,2022,21,interlagos,bottas,alfa,14,9,2.0,Finished,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,14.666666666666666,,45.0,0,0.2
2022_21,2022,21,interlagos,gasly,alphatauri,10,14,0.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,23.0,0,0.0
2022_21,2022,21,interlagos,hamilton,mercedes,2,2,18.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,3.0,,441.0,0,0.0
2022_21,2022,21,interlagos,leclerc,ferrari,5,4,12.0,Finished,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,4.0,,462.0,0,0.0
2022_21,2022,21,interlagos,norris,mclaren,6,18,0.0,Gearbox,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,8.333333333333334,,107.0,1,0.0
2022_21,2022,21,interlagos,ocon,alpine,16,8,4.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,7.666666666666667,,160.0,0,0.3
2022_21,2022,21,interlagos,perez,red_bull,4,7,6.0,Finished,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,3.0,,670.0,0,0.0
2022_21,2022,21,interlagos,russell,mercedes,1,1,26.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,5.666666666666667,,459.0,0,0.0
2022_21,2022,21,interlagos,sainz,ferrari,7,3,15.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,14.666666666666666,,474.0,0,0.0
2022_21,2022,21,interlagos,stroll,aston_martin,15,10,1.0,Finished,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,15.0,,13.0,0,0.1
2022_21,2022,21,interlagos,verstappen,red_bull,3,6,8.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,1.0,,676.0,0,0.0
2022_22,2022,22,yas_marina,albon,williams,19,13,0.0,+1 Lap,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,13.333333333333334,,4.0,0,0.1
2022_22,2022,22,yas_marina,alonso,alpine,10,20,0.0,Water leak,1,20.0,11.0,Balanced/Technical,2,1,0,0,0,10.333333333333334,,164.0,1,0.3
2022_22,2022,22,yas_marina,bottas,alfa,18,15,0.0,+1 Lap,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,12.666666666666666,,47.0,0,0.2
2022_22,2022,22,yas_marina,gasly,alphatauri,17,14,0.0,+1 Lap,0,25.0,17.0,Balanced/Technical,2,1,0,0,0,13.0,,23.0,0,0.0
2022_22,2022,22,yas_marina,hamilton,mercedes,5,18,0.0,Hydraulics,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,2.0,,485.0,1,0.0
2022_22,2022,22,yas_marina,leclerc,ferrari,3,2,18.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,4.333333333333333,,489.0,0,0.0
2022_22,2022,22,yas_marina,norris,mclaren,7,6,9.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,11.0,,107.0,0,0.1
2022_22,2022,22,yas_marina,ocon,alpine,8,7,6.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,9.0,,164.0,0,0.3
2022_22,2022,22,yas_marina,perez,red_bull,2,3,15.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,4.666666666666667,,684.0,0,0.0
2022_22,2022,22,yas_marina,russell,mercedes,6,5,10.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,3.3333333333333335,,485.0,0,0.1
2022_22,2022,22,yas_marina,sainz,ferrari,4,4,12.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,9.333333333333334,,507.0,0,0.0
2022_22,2022,22,yas_marina,stroll,aston_martin,14,8,4.0,Finished,0,25.0,14.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,14.0,0,0.1
2022_22,2022,22,yas_marina,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,2.6666666666666665,,699.0,0,0.0
2023_1,2023,1,bahrain,albon,williams,15,10,1.0,Finished,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,13.333333333333334,13.0,0.0,0,0.1
2023_1,2023,1,bahrain,alonso,aston_martin,5,3,15.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,14.666666666666666,9.0,0.0,0,0.1
2023_1,2023,1,bahrain,bottas,alfa,12,8,4.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,11.333333333333334,6.0,0.0,0,0.2
2023_1,2023,1,bahrain,gasly,alpine,20,9,2.0,Finished,0,25.0,20.0,Balanced/Technical,2,1,0,0,0,13.0,20.0,0.0,0,0.2
2023_1,2023,1,bahrain,hamilton,mercedes,7,5,10.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,7.333333333333333,3.0,0.0,0,0.1
2023_1,2023,1,bahrain,hulkenberg,haas,10,15,0.0,Lapped,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,14.5,17.0,0.0,0,
2023_1,2023,1,bahrain,leclerc,ferrari,3,19,0.0,Retired,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,4.0,1.0,0.0,0,0.0
2023_1,2023,1,bahrain,norris,mclaren,11,17,0.0,Lapped,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,11.0,15.0,0.0,0,0.1
2023_1,2023,1,bahrain,ocon,alpine,9,18,0.0,Retired,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,7.666666666666667,7.0,2.0,0,0.2
2023_1,2023,1,bahrain,perez,red_bull,2,2,18.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,4.333333333333333,18.0,0.0,0,0.0
2023_1,2023,1,bahrain,russell,mercedes,6,7,6.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,3.3333333333333335,4.0,10.0,0,0.1
2023_1,2023,1,bahrain,sainz,ferrari,4,4,12.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,4.0,2.0,0.0,0,0.0
2023_1,2023,1,bahrain,stroll,aston_martin,8,6,8.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,11.0,12.0,15.0,0,0.1
2023_1,2023,1,bahrain,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,2.6666666666666665,19.0,18.0,0,0.0
2023_2,2023,2,jeddah,albon,williams,17,19,0.0,Retired,0,25.0,17.0,Street Circuit,3,0,0,0,1,12.666666666666666,14.0,1.0,0,0.1
2023_2,2023,2,jeddah,alonso,aston_martin,2,3,15.0,Finished,0,25.0,3.0,Street Circuit,3,0,0,0,1,9.333333333333334,16.0,23.0,0,0.1
2023_2,2023,2,jeddah,bottas,alfa,14,18,0.0,Lapped,0,25.0,14.0,Street Circuit,3,0,0,0,1,10.666666666666666,15.0,4.0,0,0.1
2023_2,2023,2,jeddah,gasly,alpine,9,9,2.0,Finished,0,25.0,10.0,Street Circuit,3,0,0,0,1,12.333333333333334,8.0,2.0,0,0.2
2023_2,2023,2,jeddah,hamilton,mercedes,7,5,10.0,Finished,0,25.0,8.0,Street Circuit,3,0,0,0,1,8.333333333333334,10.0,16.0,0,0.1
2023_2,2023,2,jeddah,hulkenberg,haas,10,12,0.0,Finished,0,25.0,11.0,Street Circuit,3,0,0,0,1,14.666666666666666,12.0,0.0,0,
2023_2,2023,2,jeddah,leclerc,ferrari,12,7,6.0,Finished,0,25.0,2.0,Street Circuit,3,0,0,0,1,8.333333333333334,2.0,12.0,0,0.0
2023_2,2023,2,jeddah,norris,mclaren,19,17,0.0,Finished,0,25.0,19.0,Street Circuit,3,0,0,0,1,13.666666666666666,7.0,0.0,0,0.1
2023_2,2023,2,jeddah,ocon,alpine,6,8,4.0,Finished,0,25.0,7.0,Street Circuit,3,0,0,0,1,11.0,6.0,4.0,0,0.2
2023_2,2023,2,jeddah,perez,red_bull,1,1,25.0,Finished,0,25.0,1.0,Street Circuit,3,0,0,0,1,4.0,4.0,43.0,0,0.0
2023_2,2023,2,jeddah,russell,mercedes,3,4,12.0,Finished,0,25.0,4.0,Street Circuit,3,0,0,0,1,4.333333333333333,5.0,26.0,0,0.1
2023_2,2023,2,jeddah,sainz,ferrari,4,6,8.0,Finished,0,25.0,5.0,Street Circuit,3,0,0,0,1,3.6666666666666665,3.0,18.0,0,0.0
2023_2,2023,2,jeddah,stroll,aston_martin,5,20,0.0,Retired,0,25.0,6.0,Street Circuit,3,0,0,0,1,8.0,13.0,38.0,0,0.1
2023_2,2023,2,jeddah,verstappen,red_bull,15,2,19.0,Finished,0,25.0,15.0,Street Circuit,3,0,0,0,1,2.6666666666666665,1.0,68.0,0,0.0
2023_3,2023,3,albert_park,albon,williams,8,19,0.0,Retired,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,14.0,10.0,1.0,0,0.1
2023_3,2023,3,albert_park,alonso,aston_martin,4,3,15.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,17.0,38.0,0,0.0
2023_3,2023,3,albert_park,bottas,alfa,19,11,0.0,Finished,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,13.666666666666666,8.0,4.0,0,0.1
2023_3,2023,3,albert_park,gasly,alpine,9,13,0.0,Retired,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,10.666666666666666,9.0,8.0,0,0.2
2023_3,2023,3,albert_park,hamilton,mercedes,3,2,18.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,9.333333333333334,4.0,38.0,0,0.1
2023_3,2023,3,albert_park,hulkenberg,haas,10,7,6.0,Finished,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,13.0,,0.0,0,
2023_3,2023,3,albert_park,leclerc,ferrari,7,20,0.0,Retired,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,9.333333333333334,1.0,26.0,0,0.0
2023_3,2023,3,albert_park,norris,mclaren,13,6,8.0,Finished,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,13.333333333333334,5.0,0.0,0,0.1
2023_3,2023,3,albert_park,ocon,alpine,11,14,0.0,Retired,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,11.0,7.0,8.0,0,0.1
2023_3,2023,3,albert_park,perez,red_bull,20,5,11.0,Finished,0,25.0,20.0,Balanced/Technical,2,1,0,0,0,2.0,2.0,87.0,0,0.0
2023_3,2023,3,albert_park,russell,mercedes,2,18,0.0,Retired,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,5.333333333333333,3.0,56.0,0,0.1
2023_3,2023,3,albert_park,sainz,ferrari,5,12,0.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,4.666666666666667,20.0,26.0,0,0.0
2023_3,2023,3,albert_park,stroll,aston_martin,6,4,12.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,11.333333333333334,12.0,53.0,0,0.0
2023_3,2023,3,albert_park,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,1.3333333333333333,18.0,98.0,0,0.0
2023_4,2023,4,baku,albon,williams,12,12,0.0,Finished,0,25.0,13.0,Street Circuit,3,0,0,0,1,16.0,12.0,1.0,0,0.1
2023_4,2023,4,baku,alonso,aston_martin,6,4,12.0,Finished,0,25.0,6.0,Street Circuit,3,0,0,0,1,3.0,7.0,65.0,0,0.0
2023_4,2023,4,baku,bottas,alfa,13,18,0.0,Lapped,0,25.0,14.0,Street Circuit,3,0,0,0,1,12.333333333333334,11.0,4.0,0,0.0
2023_4,2023,4,baku,gasly,alpine,17,14,0.0,Finished,0,25.0,19.0,Street Circuit,3,0,0,0,1,10.333333333333334,5.0,8.0,0,0.1
2023_4,2023,4,baku,hamilton,mercedes,5,6,8.0,Finished,0,25.0,5.0,Street Circuit,3,0,0,0,1,4.0,4.0,56.0,0,0.1
2023_4,2023,4,baku,hulkenberg,haas,20,17,0.0,Lapped,0,25.0,17.0,Street Circuit,3,0,0,0,1,11.333333333333334,,6.0,0,0.0
